name,star,comment,class,address,latitude,longitude,school_counts,drink_counts,train_counts,bus_counts,park_counts,night_market_counts,sports_facilities_counts,mrt_counts,movie_theater_counts,hospital_counts,district,neighborhood,縣市,鄉鎮市區,村里,納稅單位,綜合所得總額,平均數,中位數,第一分位數,第三分位數,標準差,變異係數,行政區_x,平勳人流,行政區_y,刊登平均,成交平均
牛奶妹(L08攤),2.0,12,冰品飲料店,新北市樹林區保安街二段70號,25.0031219,121.4165767,3,18,0,32,3,1,2,0,0,0,樹林區,金寮里,新北市,樹林區,金寮里,1242.0,726163.0,585.0,403.0,197.0,743.0,634.72,108.56,樹林區,4972.842329654701,樹林區,1190.0,1190.0
傳統豆花,4.8,48,冰品飲料店,新北市樹林區博愛街119號,24.9910201,121.4262908,5,85,1,91,15,1,3,0,1,0,樹林區,樹東里,新北市,樹林區,樹東里,358.0,259290.0,724.0,418.0,189.0,813.0,961.02,132.69,樹林區,4972.842329654701,樹林區,1190.0,1190.0
後站甜品,5.0,12,冰品飲料店,新北市樹林區樹德街15號,24.9914939,121.422654,5,82,1,98,16,1,2,0,1,0,樹林區,樹西里,新北市,樹林區,樹西里,1632.0,1181895.0,724.0,458.0,206.0,916.0,857.8,118.45,樹林區,4972.842329654701,樹林區,1190.0,1190.0
洋楊冰?,3.0,4,冰品飲料店,新北市樹林區博愛街133號,24.9926609,121.427666,3,83,1,84,15,1,4,0,1,0,板橋區,崑崙里,新北市,板橋區,崑崙里,2897.0,2013049.0,695.0,453.0,221.0,900.0,882.55,127.01,板橋區,46868.800456726225,板橋區,37527.0,38094.0
何滿妹 黑糖珍珠鮮奶 樹林店,2.1,72,冰品飲料店,新北市樹林區保安街二段70號,25.0032687,121.4161174,2,18,0,36,3,1,2,0,0,0,樹林區,金寮里,新北市,樹林區,金寮里,1242.0,726163.0,585.0,403.0,197.0,743.0,634.72,108.56,樹林區,4972.842329654701,樹林區,1190.0,1190.0
清心福全樹林育英店-珍珠奶茶手搖飲料專賣店,4.0,100,無酒精飲料店,新北市樹林區育英街42號,24.9892522,121.4216189,7,89,1,106,17,1,2,0,1,0,樹林區,樹西里,新北市,樹林區,樹西里,1632.0,1181895.0,724.0,458.0,206.0,916.0,857.8,118.45,樹林區,4972.842329654701,樹林區,1190.0,1190.0
常新茶行,5.0,17,茶葉店,新北市樹林區東榮街91巷2弄10號,24.9823787,121.4157392,5,27,1,54,9,0,0,0,0,0,樹林區,東陽里,新北市,樹林區,東陽里,1794.0,1043954.0,582.0,390.0,205.0,752.0,652.75,112.17,樹林區,4972.842329654701,樹林區,1190.0,1190.0
火星補給站,4.6,39,冰品飲料店,新北市樹林區日新街96號,24.9900873,121.4214217,7,84,1,101,17,1,2,0,1,0,樹林區,樹西里,新北市,樹林區,樹西里,1632.0,1181895.0,724.0,458.0,206.0,916.0,857.8,118.45,樹林區,4972.842329654701,樹林區,1190.0,1190.0
Gl?ck咕嚕克 手工豆花 豆漿 黑豆花,4.8,134,冰品飲料店,新北市樹林區日新街52號,24.9918137,121.4224669,5,80,1,94,16,1,2,0,1,0,樹林區,樹福里,新北市,樹林區,樹福里,1199.0,1128006.0,941.0,525.0,247.0,1175.0,1229.04,130.64,樹林區,4972.842329654701,樹林區,1190.0,1190.0
風櫃店,4.3,180,冰品飲料店,新北市樹林區大安路251號,24.9940399,121.4195286,3,68,1,70,12,1,1,0,1,0,樹林區,樹德里,新北市,蘆洲區,樹德里,945.0,574576.0,608.0,401.0,195.0,733.0,845.22,139.01,樹林區,4972.842329654701,樹林區,1190.0,1190.0
風櫃店,4.3,180,冰品飲料店,新北市樹林區大安路251號,24.9940399,121.4195286,3,68,1,70,12,1,1,0,1,0,樹林區,樹德里,新北市,樹林區,樹德里,1080.0,727383.0,674.0,443.0,226.0,818.0,784.38,116.46,樹林區,4972.842329654701,樹林區,1190.0,1190.0
茶五鄉,5.0,1,無酒精飲料店,新北市樹林區復興路30號,24.9944222,121.4223779,3,73,1,79,13,1,2,0,1,0,樹林區,樹德里,新北市,蘆洲區,樹德里,945.0,574576.0,608.0,401.0,195.0,733.0,845.22,139.01,樹林區,4972.842329654701,樹林區,1190.0,1190.0
茶五鄉,5.0,1,無酒精飲料店,新北市樹林區復興路30號,24.9944222,121.4223779,3,73,1,79,13,1,2,0,1,0,樹林區,樹德里,新北市,樹林區,樹德里,1080.0,727383.0,674.0,443.0,226.0,818.0,784.38,116.46,樹林區,4972.842329654701,樹林區,1190.0,1190.0
千歲粉條冰,4.5,35,冰品飲料店,新北市樹林區千歲街42之1號,24.9968869,121.4259158,3,75,1,73,14,1,4,0,1,0,樹林區,潭底里,新北市,樹林區,潭底里,1213.0,709815.0,585.0,391.0,200.0,745.0,661.33,113.01,樹林區,4972.842329654701,樹林區,1190.0,1190.0
小時候親水複合館,5.0,8,冰品飲料店,新北市樹林區樹新路76號,24.997236,121.4292627,2,68,1,67,15,1,5,0,1,0,樹林區,圳福里,新北市,樹林區,圳福里,1238.0,708249.0,572.0,395.0,205.0,704.0,623.95,109.07,樹林區,4972.842329654701,樹林區,1190.0,1190.0
酸奶多樹林店,4.3,95,無酒精飲料店,新北市樹林區鎮前街112號,24.9914074,121.4246008,4,86,1,101,16,1,3,0,1,0,樹林區,樹北里,新北市,樹林區,樹北里,291.0,209574.0,720.0,466.0,228.0,878.0,906.58,125.88,樹林區,4972.842329654701,樹林區,1190.0,1190.0
饌饌滷味 原秘訣滷味,4.8,12,冰品飲料店,新北市樹林區忠孝街91號,24.9812115,121.4243266,3,31,0,54,9,0,1,0,0,0,樹林區,彭福里,新北市,樹林區,彭福里,1624.0,1039764.0,640.0,425.0,209.0,802.0,770.27,120.31,樹林區,4972.842329654701,樹林區,1190.0,1190.0
心動力飲品 & 鹽酥雞,3.8,10,冰品飲料店,新北市樹林區保安街二段89號,25.0010272,121.4158322,3,21,0,40,5,1,1,0,0,0,樹林區,金寮里,新北市,樹林區,金寮里,1242.0,726163.0,585.0,403.0,197.0,743.0,634.72,108.56,樹林區,4972.842329654701,樹林區,1190.0,1190.0
茶詠春-樹林鎮前店,3.4,18,茶葉店,新北市樹林區鎮前街45號,24.991648,121.425397,4,85,1,97,16,1,3,0,1,0,樹林區,樹北里,新北市,樹林區,樹北里,291.0,209574.0,720.0,466.0,228.0,878.0,906.58,125.88,樹林區,4972.842329654701,樹林區,1190.0,1190.0
好了啦-樹林三俊二店,4.2,5,冰品飲料店,新北市樹林區三俊街165號,25.0157319,121.419191,3,52,0,72,6,1,4,0,1,0,樹林區,圳生里,新北市,樹林區,圳生里,533.0,271839.0,510.0,348.0,175.0,627.0,572.38,112.23,樹林區,4972.842329654701,樹林區,1190.0,1190.0
芋見幸福,5.0,4,冰品飲料店,新北市樹林區北73鄉道18號,24.9929735,121.4278064,3,83,1,79,15,1,4,0,1,0,樹林區,樹東里,新北市,樹林區,樹東里,358.0,259290.0,724.0,418.0,189.0,813.0,961.02,132.69,樹林區,4972.842329654701,樹林區,1190.0,1190.0
元角愛玉冰館 樹林保安店,4.2,38,冰品飲料店,新北市樹林區保安二街55號,24.9946389,121.4245814,4,81,1,84,16,1,4,0,1,0,樹林區,保安里,台北市,大同區,保安里,1472.0,1224726.0,832.0,483.0,227.0,1009.0,1204.74,144.8,樹林區,4972.842329654701,樹林區,1190.0,1190.0
元角愛玉冰館 樹林保安店,4.2,38,冰品飲料店,新北市樹林區保安二街55號,24.9946389,121.4245814,4,81,1,84,16,1,4,0,1,0,樹林區,保安里,新北市,樹林區,保安里,1830.0,1163173.0,636.0,419.0,211.0,792.0,735.22,115.67,樹林區,4972.842329654701,樹林區,1190.0,1190.0
元角愛玉冰館 樹林保安店,4.2,38,冰品飲料店,新北市樹林區保安二街55號,24.9946389,121.4245814,4,81,1,84,16,1,4,0,1,0,樹林區,保安里,新北市,汐止區,保安里,526.0,264586.0,503.0,351.0,178.0,611.0,549.99,109.34,樹林區,4972.842329654701,樹林區,1190.0,1190.0
元角愛玉冰館 樹林保安店,4.2,38,冰品飲料店,新北市樹林區保安二街55號,24.9946389,121.4245814,4,81,1,84,16,1,4,0,1,0,樹林區,保安里,新北市,永和區,保安里,2457.0,2525422.0,1028.0,593.0,256.0,1282.0,1657.13,161.22,樹林區,4972.842329654701,樹林區,1190.0,1190.0
清心福全樹林大保店-珍珠奶茶手搖飲料專賣店,3.8,53,無酒精飲料店,新北市樹林區保安街一段263號1樓,24.9968662,121.4194791,3,72,1,57,9,2,1,0,1,0,樹林區,潭底里,新北市,樹林區,潭底里,1213.0,709815.0,585.0,391.0,200.0,745.0,661.33,113.01,樹林區,4972.842329654701,樹林區,1190.0,1190.0
涼水庫 最大杯 紅茶冰(D15攤),3.5,4,無酒精飲料店,新北市樹林區保安街二段70號,25.0027661,121.4162535,3,18,0,33,3,1,1,0,0,0,樹林區,金寮里,新北市,樹林區,金寮里,1242.0,726163.0,585.0,403.0,197.0,743.0,634.72,108.56,樹林區,4972.842329654701,樹林區,1190.0,1190.0
Tea's原味,3.9,16,無酒精飲料店,新北市樹林區保安街一段327-2號,24.9982835,121.417469,4,36,0,44,8,1,1,0,0,0,樹林區,潭底里,新北市,樹林區,潭底里,1213.0,709815.0,585.0,391.0,200.0,745.0,661.33,113.01,樹林區,4972.842329654701,樹林區,1190.0,1190.0
保安街泰奶,4.5,71,冰品飲料店,新北市樹林區保安街二段70號J18,25.0027327,121.4165227,3,17,0,37,3,1,1,0,0,0,樹林區,金寮里,新北市,樹林區,金寮里,1242.0,726163.0,585.0,403.0,197.0,743.0,634.72,108.56,樹林區,4972.842329654701,樹林區,1190.0,1190.0
山佳古早味粉條冰,4.7,23,冰品飲料店,新北市樹林區佳園路一段75巷186號,24.9707616,121.3967178,2,3,1,24,12,0,1,0,0,0,樹林區,山佳里,新北市,樹林區,山佳里,1662.0,975389.0,587.0,405.0,213.0,734.0,614.52,104.71,樹林區,4972.842329654701,樹林區,1190.0,1190.0
大頭仔檳榔,5.0,2,冰品飲料店,新北市樹林區中山路三段210號,24.966283,121.3825729,0,1,0,14,4,0,4,0,0,0,樹林區,樂山里,新北市,樹林區,樂山里,550.0,346117.0,629.0,395.0,202.0,720.0,954.83,151.73,樹林區,4972.842329654701,樹林區,1190.0,1190.0
好了啦紅茶冰,4.7,17,冰品飲料店,新北市樹林區佳園路一段70號,24.9702153,121.3930568,1,3,1,27,12,0,4,0,0,0,樹林區,中山里,台北市,中山區,中山里,2575.0,2442984.0,949.0,522.0,226.0,1073.0,1585.24,167.09,樹林區,4972.842329654701,樹林區,1190.0,1190.0
好了啦紅茶冰,4.7,17,冰品飲料店,新北市樹林區佳園路一段70號,24.9702153,121.3930568,1,3,1,27,12,0,4,0,0,0,樹林區,中山里,新北市,三重區,中山里,904.0,734047.0,812.0,444.0,219.0,953.0,1258.35,154.97,樹林區,4972.842329654701,樹林區,1190.0,1190.0
好了啦紅茶冰,4.7,17,冰品飲料店,新北市樹林區佳園路一段70號,24.9702153,121.3930568,1,3,1,27,12,0,4,0,0,0,樹林區,中山里,新北市,新店區,中山里,1995.0,2957843.0,1483.0,830.0,323.0,1762.0,2710.11,182.79,樹林區,4972.842329654701,樹林區,1190.0,1190.0
好了啦紅茶冰,4.7,17,冰品飲料店,新北市樹林區佳園路一段70號,24.9702153,121.3930568,1,3,1,27,12,0,4,0,0,0,樹林區,中山里,新北市,板橋區,中山里,2148.0,1465513.0,682.0,476.0,224.0,890.0,765.87,112.25,樹林區,4972.842329654701,樹林區,1190.0,1190.0
好了啦紅茶冰,4.7,17,冰品飲料店,新北市樹林區佳園路一段70號,24.9702153,121.3930568,1,3,1,27,12,0,4,0,0,0,樹林區,中山里,新北市,樹林區,中山里,1529.0,924449.0,605.0,407.0,213.0,750.0,658.9,108.98,樹林區,4972.842329654701,樹林區,1190.0,1190.0
好了啦紅茶冰,4.7,17,冰品飲料店,新北市樹林區佳園路一段70號,24.9702153,121.3930568,1,3,1,27,12,0,4,0,0,0,樹林區,中山里,新北市,中和區,中山里,787.0,570278.0,725.0,486.0,233.0,836.0,966.85,133.43,樹林區,4972.842329654701,樹林區,1190.0,1190.0
Ikiwi趣味果飲-北大大雅店,4.3,46,冰品飲料店,新北市樹林區大雅路299號,24.9486262,121.3790179,5,25,0,59,6,0,1,0,0,0,樹林區,柑園里,新北市,樹林區,柑園里,3288.0,3797560.0,1155.0,706.0,296.0,1499.0,1610.16,139.41,樹林區,4972.842329654701,樹林區,1190.0,1190.0
烏武WUWU飲料店,5.0,23,珍珠奶茶,新北市樹林區大安路528號8樓,24.9860129,121.4134391,4,24,1,51,8,0,0,0,0,0,樹林區,坡內里,新北市,樹林區,坡內里,479.0,250374.0,523.0,331.0,171.0,642.0,670.31,128.24,樹林區,4972.842329654701,樹林區,1190.0,1190.0
冰豆綠豆沙-樹林店,4.9,20,冰品飲料店,新北市樹林區博愛街152號,24.9911349,121.4260993,5,86,1,93,15,1,3,0,1,0,樹林區,樹東里,新北市,樹林區,樹東里,358.0,259290.0,724.0,418.0,189.0,813.0,961.02,132.69,樹林區,4972.842329654701,樹林區,1190.0,1190.0
上格珍珠奶茶專賣店(樹林太平店),4.0,125,飲品分銷商,新北市樹林區太平路118號,24.9785662,121.4184281,4,24,1,41,10,0,4,0,0,0,樹林區,彭厝里,新北市,樹林區,彭厝里,1503.0,754561.0,502.0,364.0,195.0,640.0,478.75,95.36,樹林區,4972.842329654701,樹林區,1190.0,1190.0
大口湛～仙草愛玉專門店,0.0,0,冰品飲料店,新北市樹林區博愛街128號,24.9914037,121.4263591,4,85,1,90,15,1,3,0,1,0,樹林區,樹東里,新北市,樹林區,樹東里,358.0,259290.0,724.0,418.0,189.0,813.0,961.02,132.69,樹林區,4972.842329654701,樹林區,1190.0,1190.0
好了啦豆花店,0.0,0,冰品飲料店,新北市板橋區溪崑二街15號,24.991732,121.428972,2,76,1,78,13,1,4,0,1,0,板橋區,崑崙里,新北市,板橋區,崑崙里,2897.0,2013049.0,695.0,453.0,221.0,900.0,882.55,127.01,板橋區,46868.800456726225,板橋區,37527.0,38094.0
春和茶水攤-樹林俊英店,5.0,9,無酒精飲料店,新北市樹林區俊英街88號,25.0049134,121.4278385,1,12,0,54,5,0,5,0,0,0,樹林區,圳安里,新北市,樹林區,圳安里,1159.0,615550.0,531.0,377.0,186.0,689.0,575.67,108.39,樹林區,4972.842329654701,樹林區,1190.0,1190.0
豬福手搖飲品專門店,4.9,25,冰品飲料店,新北市樹林區中華路82號,24.9812422,121.4190093,5,29,0,61,13,0,2,0,0,0,樹林區,大同里,台北市,北投區,大同里,1870.0,1826018.0,976.0,496.0,231.0,1116.0,1579.7,161.77,樹林區,4972.842329654701,樹林區,1190.0,1190.0
豬福手搖飲品專門店,4.9,25,冰品飲料店,新北市樹林區中華路82號,24.9812422,121.4190093,5,29,0,61,13,0,2,0,0,0,樹林區,大同里,新北市,三重區,大同里,633.0,425556.0,672.0,444.0,202.0,840.0,753.11,112.02,樹林區,4972.842329654701,樹林區,1190.0,1190.0
豬福手搖飲品專門店,4.9,25,冰品飲料店,新北市樹林區中華路82號,24.9812422,121.4190093,5,29,0,61,13,0,2,0,0,0,樹林區,大同里,新北市,新店區,大同里,1398.0,1273274.0,911.0,529.0,228.0,1115.0,1579.17,173.39,樹林區,4972.842329654701,樹林區,1190.0,1190.0
豬福手搖飲品專門店,4.9,25,冰品飲料店,新北市樹林區中華路82號,24.9812422,121.4190093,5,29,0,61,13,0,2,0,0,0,樹林區,大同里,新北市,樹林區,大同里,1151.0,704815.0,612.0,434.0,209.0,805.0,609.51,99.54,樹林區,4972.842329654701,樹林區,1190.0,1190.0
豬福手搖飲品專門店,4.9,25,冰品飲料店,新北市樹林區中華路82號,24.9812422,121.4190093,5,29,0,61,13,0,2,0,0,0,樹林區,大同里,新北市,金山區,大同里,174.0,87620.0,504.0,361.0,166.0,697.0,464.96,92.33,樹林區,4972.842329654701,樹林區,1190.0,1190.0
豬福手搖飲品專門店,4.9,25,冰品飲料店,新北市樹林區中華路82號,24.9812422,121.4190093,5,29,0,61,13,0,2,0,0,0,樹林區,大同里,新北市,汐止區,大同里,1008.0,776319.0,770.0,478.0,226.0,934.0,939.25,121.96,樹林區,4972.842329654701,樹林區,1190.0,1190.0
豬福手搖飲品專門店,4.9,25,冰品飲料店,新北市樹林區中華路82號,24.9812422,121.4190093,5,29,0,61,13,0,2,0,0,0,樹林區,大同里,新北市,永和區,大同里,319.0,236908.0,743.0,443.0,187.0,803.0,1124.85,151.46,樹林區,4972.842329654701,樹林區,1190.0,1190.0
李記紅茶冰樹林中華店,5.0,9,冰品飲料店,新北市樹林區中華路169號,24.9819424,121.4209446,5,35,0,68,14,0,1,0,0,0,樹林區,和平里,台北市,萬華區,和平里,1806.0,1194073.0,661.0,422.0,204.0,797.0,1039.12,157.16,樹林區,4972.842329654701,樹林區,1190.0,1190.0
李記紅茶冰樹林中華店,5.0,9,冰品飲料店,新北市樹林區中華路169號,24.9819424,121.4209446,5,35,0,68,14,0,1,0,0,0,樹林區,和平里,新北市,新莊區,和平里,1507.0,917558.0,609.0,396.0,201.0,760.0,689.01,113.16,樹林區,4972.842329654701,樹林區,1190.0,1190.0
李記紅茶冰樹林中華店,5.0,9,冰品飲料店,新北市樹林區中華路169號,24.9819424,121.4209446,5,35,0,68,14,0,1,0,0,0,樹林區,和平里,新北市,新店區,和平里,369.0,179684.0,487.0,339.0,160.0,625.0,579.75,119.06,樹林區,4972.842329654701,樹林區,1190.0,1190.0
李記紅茶冰樹林中華店,5.0,9,冰品飲料店,新北市樹林區中華路169號,24.9819424,121.4209446,5,35,0,68,14,0,1,0,0,0,樹林區,和平里,新北市,板橋區,和平里,1397.0,1653021.0,1183.0,790.0,320.0,1555.0,1411.11,119.26,樹林區,4972.842329654701,樹林區,1190.0,1190.0
李記紅茶冰樹林中華店,5.0,9,冰品飲料店,新北市樹林區中華路169號,24.9819424,121.4209446,5,35,0,68,14,0,1,0,0,0,樹林區,和平里,新北市,樹林區,和平里,1116.0,640848.0,574.0,409.0,209.0,685.0,839.05,146.12,樹林區,4972.842329654701,樹林區,1190.0,1190.0
李記紅茶冰樹林中華店,5.0,9,冰品飲料店,新北市樹林區中華路169號,24.9819424,121.4209446,5,35,0,68,14,0,1,0,0,0,樹林區,和平里,新北市,金山區,和平里,111.0,72520.0,653.0,355.0,174.0,640.0,1613.62,246.98,樹林區,4972.842329654701,樹林區,1190.0,1190.0
李記紅茶冰樹林中華店,5.0,9,冰品飲料店,新北市樹林區中華路169號,24.9819424,121.4209446,5,35,0,68,14,0,1,0,0,0,樹林區,和平里,新北市,永和區,和平里,1558.0,1364132.0,876.0,510.0,245.0,1044.0,1160.55,132.55,樹林區,4972.842329654701,樹林區,1190.0,1190.0
清心福全樹林鎮前店珍珠奶茶手搖飲料專賣店,3.8,93,飲料,新北市樹林區鎮前街62號,24.9923869,121.425493,4,85,1,93,16,1,3,0,1,0,樹林區,樹北里,新北市,樹林區,樹北里,291.0,209574.0,720.0,466.0,228.0,878.0,906.58,125.88,樹林區,4972.842329654701,樹林區,1190.0,1190.0
淬仙仙草芋圓專賣店 -全手工自製芋圓、粉角，暖心紅豆湯,4.4,117,冰品飲料店,新北市板橋區金門街230號,24.9875621,121.4307798,3,66,1,64,11,1,5,0,1,0,板橋區,堂春里,新北市,板橋區,堂春里,1256.0,781814.0,622.0,427.0,221.0,761.0,714.53,114.79,板橋區,46868.800456726225,板橋區,37527.0,38094.0
杯杯沏座果茶 - 樹林秀泰店,2.7,89,無酒精飲料店,新北市樹林區樹新路40-6號號7 樓,24.9955124,121.4284262,3,78,1,72,15,1,4,0,1,0,樹林區,保安里,台北市,大同區,保安里,1472.0,1224726.0,832.0,483.0,227.0,1009.0,1204.74,144.8,樹林區,4972.842329654701,樹林區,1190.0,1190.0
杯杯沏座果茶 - 樹林秀泰店,2.7,89,無酒精飲料店,新北市樹林區樹新路40-6號號7 樓,24.9955124,121.4284262,3,78,1,72,15,1,4,0,1,0,樹林區,保安里,新北市,樹林區,保安里,1830.0,1163173.0,636.0,419.0,211.0,792.0,735.22,115.67,樹林區,4972.842329654701,樹林區,1190.0,1190.0
杯杯沏座果茶 - 樹林秀泰店,2.7,89,無酒精飲料店,新北市樹林區樹新路40-6號號7 樓,24.9955124,121.4284262,3,78,1,72,15,1,4,0,1,0,樹林區,保安里,新北市,汐止區,保安里,526.0,264586.0,503.0,351.0,178.0,611.0,549.99,109.34,樹林區,4972.842329654701,樹林區,1190.0,1190.0
杯杯沏座果茶 - 樹林秀泰店,2.7,89,無酒精飲料店,新北市樹林區樹新路40-6號號7 樓,24.9955124,121.4284262,3,78,1,72,15,1,4,0,1,0,樹林區,保安里,新北市,永和區,保安里,2457.0,2525422.0,1028.0,593.0,256.0,1282.0,1657.13,161.22,樹林區,4972.842329654701,樹林區,1190.0,1190.0
81號冰店,0.0,0,冰品飲料店,新北市樹林區東榮街81號,24.9829202,121.4168576,5,30,1,58,11,0,0,0,0,0,樹林區,東陽里,新北市,樹林區,東陽里,1794.0,1043954.0,582.0,390.0,205.0,752.0,652.75,112.17,樹林區,4972.842329654701,樹林區,1190.0,1190.0
Industria 新美式餐廳 - 啤酒.調酒暢飲,4.5,671,冰品飲料店,新北市樹林區復興路65號,24.9931066,121.4216956,3,73,1,83,14,1,1,0,1,0,樹林區,樹福里,新北市,樹林區,樹福里,1199.0,1128006.0,941.0,525.0,247.0,1175.0,1229.04,130.64,樹林區,4972.842329654701,樹林區,1190.0,1190.0
珍?癮 珍珠蔬?專賣,5.0,9,冰品飲料店,新北市樹林區千歲街63-9號,24.9984142,121.4267914,2,69,1,68,13,1,4,0,1,0,樹林區,保安里,台北市,大同區,保安里,1472.0,1224726.0,832.0,483.0,227.0,1009.0,1204.74,144.8,樹林區,4972.842329654701,樹林區,1190.0,1190.0
珍?癮 珍珠蔬?專賣,5.0,9,冰品飲料店,新北市樹林區千歲街63-9號,24.9984142,121.4267914,2,69,1,68,13,1,4,0,1,0,樹林區,保安里,新北市,樹林區,保安里,1830.0,1163173.0,636.0,419.0,211.0,792.0,735.22,115.67,樹林區,4972.842329654701,樹林區,1190.0,1190.0
珍?癮 珍珠蔬?專賣,5.0,9,冰品飲料店,新北市樹林區千歲街63-9號,24.9984142,121.4267914,2,69,1,68,13,1,4,0,1,0,樹林區,保安里,新北市,汐止區,保安里,526.0,264586.0,503.0,351.0,178.0,611.0,549.99,109.34,樹林區,4972.842329654701,樹林區,1190.0,1190.0
珍?癮 珍珠蔬?專賣,5.0,9,冰品飲料店,新北市樹林區千歲街63-9號,24.9984142,121.4267914,2,69,1,68,13,1,4,0,1,0,樹林區,保安里,新北市,永和區,保安里,2457.0,2525422.0,1028.0,593.0,256.0,1282.0,1657.13,161.22,樹林區,4972.842329654701,樹林區,1190.0,1190.0
柑園196新鮮現打西瓜汁,0.0,0,果汁,新北市樹林區柑園街一段196號,24.9566077,121.3942058,1,4,0,23,1,0,0,0,0,0,樹林區,柑園里,新北市,樹林區,柑園里,3288.0,3797560.0,1155.0,706.0,296.0,1499.0,1610.16,139.41,樹林區,4972.842329654701,樹林區,1190.0,1190.0
春水堂 秀泰樹林店,3.8,419,中式茶館,新北市樹林區樹新路40-6號號 2F,24.9957518,121.4281847,3,78,1,72,15,1,4,0,1,0,樹林區,保安里,台北市,大同區,保安里,1472.0,1224726.0,832.0,483.0,227.0,1009.0,1204.74,144.8,樹林區,4972.842329654701,樹林區,1190.0,1190.0
春水堂 秀泰樹林店,3.8,419,中式茶館,新北市樹林區樹新路40-6號號 2F,24.9957518,121.4281847,3,78,1,72,15,1,4,0,1,0,樹林區,保安里,新北市,樹林區,保安里,1830.0,1163173.0,636.0,419.0,211.0,792.0,735.22,115.67,樹林區,4972.842329654701,樹林區,1190.0,1190.0
春水堂 秀泰樹林店,3.8,419,中式茶館,新北市樹林區樹新路40-6號號 2F,24.9957518,121.4281847,3,78,1,72,15,1,4,0,1,0,樹林區,保安里,新北市,汐止區,保安里,526.0,264586.0,503.0,351.0,178.0,611.0,549.99,109.34,樹林區,4972.842329654701,樹林區,1190.0,1190.0
春水堂 秀泰樹林店,3.8,419,中式茶館,新北市樹林區樹新路40-6號號 2F,24.9957518,121.4281847,3,78,1,72,15,1,4,0,1,0,樹林區,保安里,新北市,永和區,保安里,2457.0,2525422.0,1028.0,593.0,256.0,1282.0,1657.13,161.22,樹林區,4972.842329654701,樹林區,1190.0,1190.0
好吸(O01攤),3.7,3,無酒精飲料店,新北市樹林區保安街二段70號樹林興仁花園夜市 攤位(M1,25.0029229,121.4167467,3,18,0,37,3,1,2,0,0,0,樹林區,金寮里,新北市,樹林區,金寮里,1242.0,726163.0,585.0,403.0,197.0,743.0,634.72,108.56,樹林區,4972.842329654701,樹林區,1190.0,1190.0
兔子兔子茶飲專賣店-樹林育英店,4.2,20,無酒精飲料店,新北市樹林區育英街142號,24.9894711,121.419431,6,79,1,87,14,1,1,0,0,0,樹林區,樹西里,新北市,樹林區,樹西里,1632.0,1181895.0,724.0,458.0,206.0,916.0,857.8,118.45,樹林區,4972.842329654701,樹林區,1190.0,1190.0
嘻波so 運動空間-北大館,4.9,15,冰品飲料店,新北市樹林區學林路60號,24.9488352,121.3780863,5,25,0,59,6,0,2,0,0,0,樹林區,柑園里,新北市,樹林區,柑園里,3288.0,3797560.0,1155.0,706.0,296.0,1499.0,1610.16,139.41,樹林區,4972.842329654701,樹林區,1190.0,1190.0
茶聚CHAGE永和竹林店｜香片領導品牌＿永和手搖飲料店外帶外送加盟推薦│在地美食飲料茶飲創業加盟,4.8,1,珍珠奶茶,新北市永和區竹林路41號,25.0142163,121.5179591,6,106,0,65,28,1,20,1,0,1,永和區,復興里,新北市,蘆洲區,復興里,967.0,524341.0,542.0,377.0,199.0,687.0,599.58,110.58,永和區,7036.536525279407,永和區,14034.0,14141.0
茶聚CHAGE永和竹林店｜香片領導品牌＿永和手搖飲料店外帶外送加盟推薦│在地美食飲料茶飲創業加盟,4.8,1,珍珠奶茶,新北市永和區竹林路41號,25.0142163,121.5179591,6,106,0,65,28,1,20,1,0,1,永和區,復興里,新北市,新店區,復興里,1063.0,805319.0,758.0,424.0,221.0,894.0,1841.61,243.09,永和區,7036.536525279407,永和區,14034.0,14141.0
茶聚CHAGE永和竹林店｜香片領導品牌＿永和手搖飲料店外帶外送加盟推薦│在地美食飲料茶飲創業加盟,4.8,1,珍珠奶茶,新北市永和區竹林路41號,25.0142163,121.5179591,6,106,0,65,28,1,20,1,0,1,永和區,復興里,新北市,板橋區,復興里,188.0,93496.0,497.0,360.0,185.0,619.0,476.75,95.86,永和區,7036.536525279407,永和區,14034.0,14141.0
茶聚CHAGE永和竹林店｜香片領導品牌＿永和手搖飲料店外帶外送加盟推薦│在地美食飲料茶飲創業加盟,4.8,1,珍珠奶茶,新北市永和區竹林路41號,25.0142163,121.5179591,6,106,0,65,28,1,20,1,0,1,永和區,復興里,新北市,中和區,復興里,1469.0,1024303.0,697.0,408.0,197.0,840.0,1255.2,180.01,永和區,7036.536525279407,永和區,14034.0,14141.0
茶聚CHAGE永和竹林店｜香片領導品牌＿永和手搖飲料店外帶外送加盟推薦│在地美食飲料茶飲創業加盟,4.8,1,珍珠奶茶,新北市永和區竹林路41號,25.0142163,121.5179591,6,106,0,65,28,1,20,1,0,1,永和區,復興里,新北市,土城區,復興里,1387.0,903742.0,652.0,413.0,213.0,849.0,725.71,111.38,永和區,7036.536525279407,永和區,14034.0,14141.0
